method,kind,field,allocation,seed,requested_budget_mm,actual_budget_mm,duplicate_budget,direction_informative,native_field_rms_mm,normalization_factor,status,displacement_rms_mm,displacement_p95_mm,displacement_max_mm,moved_fraction,case,scene,n_input,n_reference,accuracy_mm,p95_mm,completeness_mm,precision,recall,fscore,step
budget0.025__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.025,0.025,False,True,0.056735283752009064,0.4406429006202815,OK,0.025000000000000945,0.04281454438119189,0.195099990393939,1.0,s37_confirm21,scan37,669,3594,0.28708107813860795,0.4871386309673003,0.5878771701006232,1.0,0.9443516972732332,0.971379507727533,
budget0.025__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.025,0.025,False,True,0.056868442523850676,0.4396111250895429,OK,0.02500000000000062,0.0416645206747787,0.20839000239336888,1.0,s37_confirm21,scan37,669,3594,0.28694109750873537,0.48799097158586213,0.5877609658506007,1.0,0.9449081803005008,0.9716738197424892,
budget0.025__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.025,0.025,False,True,0.056448396976066774,0.4428823729148519,OK,0.024999999999999974,0.04343267098579109,0.1977676364324047,1.0,s37_confirm21,scan37,669,3594,0.28706991635456264,0.48664393909821474,0.5880436418019868,1.0,0.944629938786867,0.971526684790385,
budget0.025__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.025,0.025,False,True,0.05693659875085897,0.4390848864961896,OK,0.024999999999999356,0.04208765645988264,0.19474415186723307,1.0,s37_confirm21,scan37,669,3594,0.28697081479507985,0.48716076514768575,0.5879543124799459,1.0,0.9443516972732332,0.971379507727533,
budget0.025__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.025,0.025,False,True,0.05710463786970261,0.43779281215377397,OK,0.024999999999998433,0.04362447671789117,0.22854984845909998,1.0,s37_confirm21,scan37,669,3594,0.28700458601358664,0.48808447066772787,0.5879883215044195,1.0,0.944629938786867,0.971526684790385,
budget0.025__multiscale_full__uniform,budget,multiscale_full,uniform,,0.025,0.025,False,True,0.06665507991723103,0.3750651867951214,OK,0.024999999999999314,0.04148424231643916,0.21069858700510133,1.0,s37_confirm21,scan37,669,3594,0.2870292411151212,0.48724828998877884,0.5879940792722581,1.0,0.944629938786867,0.971526684790385,
budget0.025__quadratic64__uniform,budget,quadratic64,uniform,,0.025,0.025,False,True,0.06196736477049509,0.40343816608292193,OK,0.02500000000000027,0.04634427634901039,0.18613450368867152,1.0,s37_confirm21,scan37,669,3594,0.28694943054077,0.4870938599723109,0.5878984374989482,1.0,0.944629938786867,0.971526684790385,
budget0.05__local_plane64__uniform,budget,local_plane64,uniform,,0.05,0.05,False,True,0.08964289506966883,0.5577686883175841,OK,0.050000000000000724,0.08825482108666487,0.3652603999079117,1.0,s37_confirm21,scan37,669,3594,0.28319966016446746,0.4679491610924759,0.5856795831687293,1.0,0.9476905954368392,0.9731428571428572,
budget0.05__multiscale_full__alpha,budget,multiscale_full,alpha,,0.05,0.05,False,True,0.05261266616184014,0.9503414984938532,OK,0.05000000000000004,0.09090241477150639,0.3492759605707662,1.0,s37_confirm21,scan37,669,3594,0.286545459231178,0.4809836580609615,0.5903274392179715,1.0,0.9454646633277685,0.9719679633867276,
budget0.05__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.05,0.05,False,True,0.056735283752009064,0.881285801240563,OK,0.0500000000000002,0.08562908876237803,0.39019998078776646,1.0,s37_confirm21,scan37,669,3594,0.2866519532138814,0.4812298562197211,0.5898764198011982,1.0,0.94629938786867,0.97240886347391,
budget0.05__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.05,0.05,False,True,0.056868442523850676,0.8792222501790858,OK,0.04999999999999986,0.08332904134964678,0.41678000478673527,1.0,s37_confirm21,scan37,669,3594,0.2865105802123154,0.48284944139004327,0.5896385654627024,1.0,0.9454646633277685,0.9719679633867276,
budget0.05__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.05,0.05,False,True,0.056448396976066774,0.8857647458297038,OK,0.05000000000000005,0.0868653419716757,0.3955352728648117,1.0,s37_confirm21,scan37,669,3594,0.2866391914752009,0.47958297699892233,0.5901508281063502,1.0,0.9451864218141347,0.9718209126019167,
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.05,False,True,0.05693659875085897,0.8781697729923792,OK,0.05000000000000026,0.08417531291987174,0.3894883037345801,1.0,s37_confirm21,scan37,669,3594,0.2865589839939843,0.4780851766432826,0.5900301730403439,1.0,0.9440734557595993,0.9712322885358523,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.05,False,True,0.05710463786970261,0.8755856243075479,OK,0.04999999999999964,0.08724895343578234,0.4570996969181972,1.0,s37_confirm21,scan37,669,3594,0.2865971192728778,0.48009982145392344,0.5901180837297528,1.0,0.9443516972732332,0.971379507727533,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.05,False,True,0.06665507991723103,0.7501303735902428,OK,0.05000000000000028,0.08296848463298799,0.42139717401020516,1.0,s37_confirm21,scan37,669,3594,0.286597752434774,0.47881226499364005,0.5901589991394437,1.0,0.9449081803005008,0.9716738197424892,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.05,False,True,0.06196736477049509,0.8068763321658439,OK,0.05000000000000188,0.09268855269811034,0.37226900737734275,1.0,s37_confirm21,scan37,669,3594,0.2866139048754087,0.4868097140812022,0.589713524490571,1.0,0.9449081803005008,0.9716738197424892,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.06196736477049509,False,True,0.08964289506966883,0.6912691153307262,OK,0.06196736477049543,0.10937837382057536,0.4526844887462361,1.0,s37_confirm21,scan37,669,3594,0.282234904762,0.4688849229601228,0.5855653270451405,1.0,0.947968836950473,0.9732895300671333,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.06196736477049509,False,True,0.05261266616184014,1.1778031658741501,OK,0.06196736477049664,0.11265966189330218,0.43287421708500273,1.0,s37_confirm21,scan37,669,3594,0.2864432507097128,0.4818720771389991,0.590843144488779,1.0,0.9440734557595993,0.9712322885358523,
budget0.1__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.1,0.06196736477049509,False,True,0.056735283752009064,1.09221917425064,OK,0.06196736477049621,0.10612417956610946,0.4835932908584104,1.0,s37_confirm21,scan37,669,3594,0.28648658646803477,0.4835748376804312,0.5904529261248473,1.0,0.9435169727323317,0.9709377236936292,
budget0.1__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.1,0.06196736477049509,False,True,0.056868442523850676,1.089661717823658,OK,0.0619673647704958,0.10327362202574618,0.5165351717134778,1.0,s37_confirm21,scan37,669,3594,0.28638275648589856,0.4805397748619667,0.5901078139481017,1.0,0.9449081803005008,0.9716738197424892,
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.06196736477049509,False,True,0.056448396976066774,1.0977701421134822,OK,0.06196736477049579,0.10765632663740934,0.49020557066429354,1.0,s37_confirm21,scan37,669,3594,0.2864880206878275,0.4856221600474732,0.5906907590983734,1.0,0.9440734557595993,0.9712322885358523,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.06196736477049509,False,True,0.05693659875085897,1.0883573330688325,OK,0.061967364770494957,0.10432244640754385,0.4827112758272072,1.0,s37_confirm21,scan37,669,3594,0.2863853965646009,0.4753004339349499,0.5906022928315,1.0,0.9435169727323317,0.9709377236936292,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.06196736477049509,False,True,0.05710463786970261,1.0851546753853498,OK,0.0619673647704954,0.10813175446798148,0.5665052731082588,1.0,s37_confirm21,scan37,669,3594,0.28642021685816443,0.4876859604729211,0.5907365844056952,1.0,0.942960489705064,0.9706429901188601,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.06196736477049509,False,True,0.06665507991723103,0.9296720497138865,OK,0.061967364770495595,0.10282676703408937,0.5222574479029073,1.0,s37_confirm21,scan37,669,3594,0.28642607460534925,0.48363154086150545,0.5907925912113003,1.0,0.9440734557595993,0.9712322885358523,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.06196736477049509,False,True,0.06196736477049509,1.0,OK,0.06196736477049509,0.11487330710180638,0.4613705874579786,1.0,s37_confirm21,scan37,669,3594,0.28667078848532207,0.48543920940534674,0.5900723850746471,1.0,0.9435169727323317,0.9709377236936292,
native__apss2,native,apss2,cached,,,,,,,,OK,0.030471479522060755,0.05564853010332143,0.3332987241390721,1.0,s37_confirm21,scan37,669,3594,0.2882974310301488,0.48721027342129425,0.5899327961146827,1.0,0.944629938786867,0.971526684790385,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s37_confirm21,scan37,669,3594,0.28767994798094015,0.4852700652999938,0.5846825903402065,1.0,0.9432387312186978,0.9707903780068728,
native__local_plane64,native,local_plane64,cached,,,,,,,,OK,0.08964289506966883,0.1582283533212342,0.6548599940409944,1.0,s37_confirm21,scan37,669,3594,0.2806114179809784,0.46456458443782983,0.5846966064566111,1.0,0.9513077351140791,0.9750463425067731,
native__multiscale_consensus,native,multiscale_consensus,cached,,,,,,,,OK,0.05261266616183816,0.0956523680335736,0.3675267902372103,1.0,s37_confirm21,scan37,669,3594,0.28651521389325885,0.481212610729368,0.590471181239143,1.0,0.9449081803005008,0.9716738197424892,
native__multiscale_full,native,multiscale_full,cached,,,,,,,,OK,0.06665507991723102,0.11060541947643937,0.5617652462109125,1.0,s37_confirm21,scan37,669,3594,0.28638573714275034,0.48495013441734625,0.5909512347657161,1.0,0.9437952142459655,0.9710850271972515,
native__multiscale_matched,native,multiscale_matched,cached,,,,,,,,OK,0.05261266616183803,0.08730386367898686,0.4434165767548051,1.0,s37_confirm21,scan37,669,3594,0.286546753229527,0.48062859886363035,0.5903203998959723,1.0,0.944629938786867,0.971526684790385,
native__quadratic64,native,quadratic64,cached,,,,,,,,OK,0.06196736477049509,0.11487330710180638,0.4613705874579786,1.0,s37_confirm21,scan37,669,3594,0.28667078848532207,0.48543920940534674,0.5900723850746471,1.0,0.9435169727323317,0.9709377236936292,
native__rimls2,native,rimls2,cached,,,,,,,,OK,0.02916367026550053,0.056174055013359495,0.27057915941573324,1.0,s37_confirm21,scan37,669,3594,0.2889464749964736,0.48906656499187784,0.5903422455270035,1.0,0.9435169727323317,0.9709377236936292,
native__v18,native,v18,cached,,,,,,,,OK,0.10831101184254667,0.1936502705182812,0.6651192851206567,1.0,s37_confirm21,scan37,669,3594,0.2856364328060967,0.501539929326191,0.5835898638881906,1.0,0.9424040066777963,0.9703480876665235,
probe_t0.5,probe,multiscale_full,fixed_step,,,,,,,,OK,0.03332753995861627,0.05530270973817549,0.2808826231054007,1.0,s37_confirm21,scan37,669,3594,0.28691154400837665,0.4853925483418071,0.5888444211756483,1.0,0.944629938786867,0.971526684790385,0.5
probe_t1,probe,multiscale_full,fixed_step,,,,,,,,OK,0.06665507991723102,0.11060541947643937,0.5617652462109125,1.0,s37_confirm21,scan37,669,3594,0.28638573714275034,0.48495013441734625,0.5909512347657161,1.0,0.9437952142459655,0.9710850271972515,1.0
budget0.025__local_plane64__uniform,budget,local_plane64,uniform,,0.025,0.025,False,True,0.12426814780972996,0.2011778596577952,OK,0.02499999999999959,0.03876476513632423,0.26597466084710686,1.0,s37_confirm22,scan37,737,2936,0.3017376736114354,0.7672731056111723,0.3718908308494469,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.025__multiscale_full__alpha,budget,multiscale_full,alpha,,0.025,0.025,False,True,0.03333033502290263,0.750067468053396,OK,0.02500000000000084,0.04710805015123623,0.11958714251352906,1.0,s37_confirm22,scan37,737,2936,0.29961659079557745,0.7569497637085726,0.37405534901280735,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.025__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.025,0.025,False,True,0.04771064012410946,0.5239921312094665,OK,0.024999999999999956,0.03635103610095665,0.3586370035226296,1.0,s37_confirm22,scan37,737,2936,0.30001455086632484,0.7589055288484886,0.3740449016176544,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.025__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.025,0.025,False,True,0.048583966683938246,0.5145730516949524,OK,0.02500000000000007,0.03690911897867049,0.35442000429568166,1.0,s37_confirm22,scan37,737,2936,0.29997422252659023,0.7593101134249449,0.37401282724809976,0.9782903663500678,0.9965940054495913,0.9873573649328227,
budget0.025__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.025,0.025,False,True,0.047206730095746254,0.5295855050602779,OK,0.024999999999999894,0.03796768640539063,0.33680892888628655,1.0,s37_confirm22,scan37,737,2936,0.29994586174478405,0.761284054930298,0.3740557827334794,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.025__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.025,0.025,False,True,0.048293207459040366,0.5176711449783827,OK,0.024999999999999703,0.036647674974693414,0.3503610667607047,1.0,s37_confirm22,scan37,737,2936,0.299989410423578,0.7574128007390755,0.3740561099270675,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.025__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.025,0.025,False,True,0.045160939101838445,0.5535757337469159,OK,0.02499999999999969,0.03788923962939968,0.2516958381652488,1.0,s37_confirm22,scan37,737,2936,0.29986315945840286,0.757348639172056,0.3740423993036656,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.025__multiscale_full__uniform,budget,multiscale_full,uniform,,0.025,0.025,False,True,0.0568946597050392,0.43940855134046497,OK,0.02500000000000024,0.0363839031533143,0.3341783189691681,1.0,s37_confirm22,scan37,737,2936,0.29997567497538674,0.7605154919846285,0.37409594341333036,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.025__quadratic64__uniform,budget,quadratic64,uniform,,0.025,0.025,False,True,0.05504045738908886,0.454211341727621,OK,0.024999999999999196,0.037301729506104477,0.3012953116727357,1.0,s37_confirm22,scan37,737,2936,0.3001614290186409,0.7606736513871346,0.3742527250487084,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__local_plane64__uniform,budget,local_plane64,uniform,,0.05,0.05,False,True,0.12426814780972996,0.4023557193155904,OK,0.05,0.07752953027264677,0.5319493216942173,1.0,s37_confirm22,scan37,737,2936,0.3029488437652874,0.7815224307591517,0.3706902654707964,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__multiscale_full__alpha,budget,multiscale_full,alpha,,0.05,0.05,False,True,0.03333033502290263,1.500134936106792,OK,0.05000000000000039,0.09421610030248895,0.23917428502704582,1.0,s37_confirm22,scan37,737,2936,0.298945057402715,0.7564708037507591,0.37445352388339675,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.05,0.05,False,True,0.04771064012410946,1.047984262418933,OK,0.050000000000000454,0.07270207220181815,0.717274007045261,1.0,s37_confirm22,scan37,737,2936,0.29939208022577074,0.7545597705836768,0.37455671530857293,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.05,0.05,False,True,0.048583966683938246,1.0291461033899048,OK,0.0500000000000005,0.07381823795724546,0.7088400085913611,1.0,s37_confirm22,scan37,737,2936,0.2992922970535396,0.7560615037507189,0.37445264002876666,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.05,0.05,False,True,0.047206730095746254,1.0591710101205558,OK,0.05000000000000068,0.07593537281069712,0.6736178577725731,1.0,s37_confirm22,scan37,737,2936,0.2992686976420462,0.7560028917476734,0.37456072654719696,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.05,False,True,0.048293207459040366,1.0353422899567655,OK,0.04999999999999892,0.07329534994929136,0.7007221335214094,1.0,s37_confirm22,scan37,737,2936,0.2993350867414551,0.754982223862578,0.3745717576900257,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.05,False,True,0.045160939101838445,1.1071514674938319,OK,0.05000000000000073,0.07577847925878244,0.5033916763305131,1.0,s37_confirm22,scan37,737,2936,0.2991347302898344,0.7541888104489217,0.37452051775383816,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.05,False,True,0.0568946597050392,0.8788171026809299,OK,0.049999999999999045,0.07276780630664541,0.6683566379383417,1.0,s37_confirm22,scan37,737,2936,0.29933167549446105,0.7558397016445102,0.37465315843904373,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.05,False,True,0.05504045738908886,0.908422683455242,OK,0.05000000000000087,0.07460345901222583,0.6025906233454754,1.0,s37_confirm22,scan37,737,2936,0.2997609643143663,0.7574911051329227,0.37495687537392614,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.05504045738908886,False,True,0.12426814780972996,0.44291685648491896,OK,0.05504045738908836,0.08534521614732031,0.5855746794773029,1.0,s37_confirm22,scan37,737,2936,0.30324046914587743,0.7840041183066152,0.3704961400804282,0.9769335142469471,0.9965940054495913,0.9866658298953114,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.05504045738908886,False,True,0.03333033502290263,1.6513622605733884,OK,0.05504045738908871,0.10371394508129397,0.2632852408719408,1.0,s37_confirm22,scan37,737,2936,0.29891690322759845,0.7559658483963055,0.3745200243863619,0.9769335142469471,0.9965940054495913,0.9866658298953114,
